"baseMean" "log2FoldChange" "lfcSE" "stat" "pvalue" "padj"
"FBgn0036926" 641.420150649749 2.85605837254022 0.931068356080303 3.06803305712288 0.0021547278068548 0.011730982057241
"FBgn0031044" 13.0745861146353 5.95335417953056 1.93385552228404 3.06817839611975 0.00215368006084121 0.011730982057241
"FBgn0034718" 284.190508721053 -3.68487213159906 1.20163416862019 -3.06602368909146 0.00216926127416575 0.0118023724071834
"FBgn0028970" 569.668228864719 -2.46264231405784 0.803359919225834 -3.06529229239582 0.00217457362982732 0.0118205007726646
"FBgn0264347" 13.7733532448162 5.99028713371168 1.94828320884638 3.0651733300993 0.00217543881576843 0.0118205007726646
"FBgn0031759" 612.216317885892 2.73103426960287 0.891042254631189 3.06469793580713 0.00217889940217992 0.0118315661655626
"FBgn0033791" 202.840440493161 3.24525078502769 1.05907108038313 3.06442531426358 0.00218088620007053 0.011834619562499
"FBgn0003462" 2011.46238341792 -1.28636241781553 0.419912766038786 -3.06338725419051 0.00218846653284698 0.0118680025815227
"FBgn0259878" 10.1258412208839 -5.83913204564774 1.8966598496003 -3.06275001103903 0.00219313189452461 0.0118855445399285
"FBgn0038445" 13.2547497687021 5.96034925488811 1.93984692318632 3.06250043161615 0.00219496158943747 0.0118877059224554
"FBgn0031422" 26.8263971622415 -6.5877766130344 2.14796276350625 -3.0620635039324 0.00219816812466848 0.0118973164688897
"FBgn0015790" 1504.52182503627 -1.54821534612533 0.505665880311171 -3.06170424971842 0.00220080784376752 0.0119038486757947
"FBgn0261363" 51.8307172236603 6.5862692085846 2.2514015835068 3.0576993568255 0.00223043225688382 0.0120562336956348
"FBgn0037686" 228.456231269761 -1.38058607929659 0.451682078725471 -3.05646159712559 0.00223966168409868 0.0120903893901831
"FBgn0004832" 35.6797487116594 6.5128269274696 2.17661385972688 3.05664276946208 0.00223830857937439 0.0120903893901831
"FBgn0026372" 1876.66332933151 1.18255661707363 0.387390501792165 3.05260655251993 0.00226863173171012 0.0122388262513296
"FBgn0267508" 9.83969793188157 2.31042943267958 0.755782174195948 3.0486742498397 0.00229853569512934 0.0123921054867843
"FBgn0039920" 466.154607956026 2.32569517979822 0.762937120007141 3.04809908443762 0.00230293979449278 0.012407797543869
"FBgn0032246" 797.491702137849 -2.20013458853464 0.722006930130724 -3.04715225831711 0.00231020657470095 0.0124308265690515
"FBgn0035689" 115.422828128532 4.05420785056368 1.32835531053302 3.04720081927248 0.00230983336468061 0.0124308265690515
"FBgn0029810" 1612.67490537361 3.89971585491659 1.28167442902606 3.04399589069494 0.00233458329326804 0.0125538627834763
"FBgn0034903" 27.8545061728703 -3.52285699274108 1.15728713593752 -3.04226721053588 0.00234803355198381 0.0126180224772843
"FBgn0001227" 102.511242565735 2.74756905660776 0.902398593675428 3.0419582518929 0.00235044491263058 0.0126185769766112
"FBgn0020261" 141.800946140482 5.07930829503225 1.66613604389135 3.04186483881025 0.00235117442944079 0.0126185769766112
"FBgn0036780" 30.3646306777246 6.44405404299612 2.14911347434513 3.04111951705784 0.00235700250883819 0.0126416893760024
"FBgn0051646" 229.629513526683 4.80932313626548 1.5820544398813 3.03841285314802 0.00237827881482535 0.0127475744474639
"FBgn0040290" 62.7811878533222 -4.77233541109535 1.56409889371537 -3.03813200429044 0.00238049652597449 0.0127512347761419
"FBgn0027515" 74.9034597594593 -3.58370904541401 1.17953187792117 -3.03656308994201 0.00239292025892936 0.0128012759247812
"FBgn0083956" 11.1602677168166 5.22599450194851 1.70167635414573 3.03675629219121 0.00239138715378632 0.0128012759247812
"FBgn0028474" 71.9683627629995 3.59004755163411 1.17971133839041 3.03631513886793 0.00239488912714033 0.0128035642653037
"FBgn0032399" 16.5732445476494 4.94537418198436 1.61607684359136 3.0337573708352 0.00241528593980162 0.0129043058442906
"FBgn0266222" 26.5041785560701 -6.55685727019652 2.15918823704527 -3.03242204894946 0.00242599746536392 0.0129501451256317
"FBgn0030710" 174.320250242427 3.51519654994978 1.15823257103076 3.03229944339575 0.00242698314403089 0.0129501451256317
"FBgn0260855" 643.452941735076 -1.61621245568585 0.533028047657853 -3.03205770702351 0.00242892764033279 0.0129522020769479
"FBgn0032525" 6.86516329129167 5.33584388249309 1.75611653432916 3.03180829678038 0.00243093535864266 0.0129545933031451
"FBgn0058470" 678.874813594384 -4.34928130994297 1.43396284644899 -3.03034341385373 0.00244275815501561 0.0130092530460703
"FBgn0266696" 456.017620757887 1.8162981702535 0.599565391272209 3.02910671724465 0.00245278024104955 0.0130459015637898
"FBgn0265102" 30.8256411609827 5.80889561256972 1.91446666816657 3.02926705207507 0.00245147878147576 0.0130459015637898
"FBgn0026562" 206.202753678165 -1.85665491769768 0.613147910963883 -3.02801702550195 0.0024616421808316 0.0130846597814133
"FBgn0031633" 97.685201111693 -4.12293179832371 1.35975034638548 -3.02761847557552 0.00246489070669341 0.0130935498665018
"FBgn0039647" 493.920302790012 2.76021848579983 0.911739787377537 3.02702307188309 0.00246975106851769 0.0131109852250767
"FBgn0031631" 35.8291090376316 6.47290269378718 2.19062011351674 3.02624300524184 0.00247613212982565 0.0131364659863292
"FBgn0261627" 8.83276155370618 -6.11605240084528 2.01461681963867 -3.02531781935196 0.00248371984159171 0.0131683117064096
"FBgn0032741" 178.960014979927 4.1062284596637 1.35614717533137 3.0247121343328 0.00248869875186998 0.0131862941521274
"FBgn0040001" 121.905300286655 2.3173330448453 0.766198627357369 3.02351579856642 0.0024985598262708 0.0132301051858877
"FBgn0037240" 97.8568631606647 -3.1179113826144 1.03079757865984 -3.02327099745222 0.00250058205644739 0.0132323794426528
"FBgn0016047" 58.5876905064774 5.7223798589606 1.88308856074646 3.02253416321558 0.00250667786722136 0.0132561933296467
"FBgn0035980" 13.5755504742038 -6.44062104374809 2.12519538612463 -3.02033317516097 0.00252496762527164 0.0133444217752906
"FBgn0000448" 28.7737804403468 5.74708620980169 1.8986292436189 3.01969548730017 0.00253028944033118 0.0133606157930437
"FBgn0011284" 4401.02063733229 -1.00485026974607 0.332777665598593 -3.01958074544904 0.00253124810522999 0.0133606157930437
"FBgn0052625" 12.8579212795744 5.89937709572723 1.94896194292111 3.01821778173742 0.00254266106693246 0.0134123353295714
"FBgn0264556" 26.2922338796496 5.95548327449072 1.98026114956572 3.01287501996334 0.00258785469975533 0.0136420665263752
"FBgn0015372" 270.592574069855 -2.3029318223163 0.764575414852097 -3.01194892227206 0.00259576270620793 0.0136750770850827
"FBgn0036931" 28.4882502537709 5.15014067932405 1.69747140120139 3.01034730589941 0.00260949117455406 0.0137386899101363
"FBgn0010263" 25.3368637989429 4.47523809700657 1.47546949719421 3.00993572553701 0.0026130297952749 0.0137410024953116
"FBgn0264261" 11.064560453558 -5.66058595068024 1.92881439001253 -3.00973605888804 0.00261474803754539 0.0137410024953116
"FBgn0035355" 9.57466278381734 5.64616282804951 1.86995137952631 3.00952723195423 0.00261654621420112 0.0137410024953116
"FBgn0039756" 144.04638704862 -3.56368219451802 1.18347640746025 -3.0096202109794 0.00261574544652024 0.0137410024953116
"FBgn0027657" 94.9194129592881 -6.40219696123774 2.10150234959907 -3.00842688067202 0.00262603985653187 0.0137821472697832
"FBgn0267230" 9.7051709521402 -6.1823021946535 2.04893361310222 -3.00545363369005 0.00265185023426724 0.0139088205469017
"FBgn0033017" 346.073920898682 -3.88591597860505 1.29258354798621 -3.00418332550919 0.00266294814592458 0.0139582165276602
"FBgn0262955" 792.254982189536 2.22074519072705 0.739384480692333 3.00354576939173 0.00266853407055061 0.0139786765814215
"FBgn0261239" 113.827173498342 1.81279519912576 0.603548458959948 3.00283257333089 0.00267479540028748 0.0140026466197784
"FBgn0035888" 87.016624918229 4.87350431574183 1.61809784828678 2.9995000406201 0.00270423087645152 0.014147827532468
"FBgn0262736" 9327.05932099679 -1.12776829411737 0.376128600559999 -2.9983524149158 0.00271443590208777 0.0141922803489901
"FBgn0033916" 49.4430675263519 4.52143974944152 1.49955966359864 2.99682292043819 0.00272809131599209 0.0142547060712341
"FBgn0030437" 57.3287526602015 4.65217783936995 1.56657822743458 2.99544564841207 0.00274044135203729 0.0143102368024675
"FBgn0054025" 8.31601420315741 3.32099748454414 1.1025452033363 2.99448221415769 0.00274911083132606 0.014346467568839
"FBgn0260450" 6.86989564239201 5.28688638690625 1.7636730473236 2.99429113069132 0.00275083327361104 0.014346467568839
"FBgn0069969" 489.102169552379 3.13169083455219 1.04653204942527 2.99293458227379 0.00276308968421868 0.01440134824121
"FBgn0267365" 144.110121830484 -1.72184675764464 0.575468236153283 -2.99177948045039 0.00277356532426115 0.014446884460164
"FBgn0260480" 14.6111151073333 -6.47448017871324 2.15686704923112 -2.99153276114548 0.00277580752255993 0.0144495043216967
"FBgn0053513" 477.56337770249 3.48152356454237 1.16400454051607 2.99077666204351 0.00278268930736173 0.014476257210746
"FBgn0050049" 24.9397503613758 -6.47030121877572 2.16321936722737 -2.98839598778644 0.00280445938306388 0.0145803808225874
"FBgn0086785" 33.2401041485104 -5.3562084223231 1.82094056986572 -2.9858455273792 0.00282795455048289 0.0146933373392194
"FBgn0261612" 7.48590675595409 5.39305133740414 1.80369663728844 2.9828256627112 0.002856006257241 0.0148298124907239
"FBgn0033153" 64.7012860206385 -4.06215811276534 1.35966013187844 -2.98188394572646 0.00286480574612607 0.0148662124539759
"FBgn0038818" 351.548873581898 -4.95698516667139 1.66123302513861 -2.98077054582019 0.00287524138302114 0.0149110520662545
"FBgn0050172" 308.340336556225 3.7925697618831 1.27402894680518 2.97965608395673 0.00288572171428816 0.0149560673751129
"FBgn0032536" 26.4540647009697 -6.78214823375105 2.29324998926668 -2.97514258118357 0.0029285239667834 0.0151684395985265
"FBgn0034027" 15.0828704817707 5.06622816885795 1.68980931183295 2.97460725460355 0.00293363880281826 0.0151854649058032
"FBgn0033527" 15.0050849037695 5.99512927684459 2.01103040276047 2.97380601465179 0.00294130957105759 0.0151873212655975
"FBgn0036545" 103.347291331279 -5.05787973534993 1.69924305084352 -2.97395544428492 0.00293987760128647 0.0151873212655975
"FBgn0086679" 237.410135384479 3.86681940990848 1.29931538474887 2.97418050591993 0.00293772205798959 0.0151873212655975
"FBgn0260747" 66.7009200240521 -2.65304046005559 0.891599368634163 -2.9741328986466 0.00293817789961335 0.0151873212655975
"FBgn0034724" 444.600902054251 -4.43424470092828 1.49022977755692 -2.97246054077097 0.00295423181357682 0.01523510732911
"FBgn0260941" 287.45089559184 -2.04885862732232 0.689258616755266 -2.97256491617412 0.00295322751763951 0.01523510732911
"FBgn0051472" 142.969371968076 -3.50984604447216 1.18134178779883 -2.96923983670237 0.00298537488758561 0.015386162882172
"FBgn0030306" 229.592068786863 -1.52795488986499 0.515186240765268 -2.96580173667234 0.00301895039863053 0.0155495597717436
"FBgn0039492" 172.211248267423 3.59286849288051 1.21075713929738 2.96485731552404 0.00302823346143695 0.0155877097878675
"FBgn0085414" 430.84618794778 3.57774807768423 1.20738010299832 2.96294950896655 0.00304706546182816 0.0156749348958937
"FBgn0005596" 37.7372849404531 6.08440750153588 2.08545480555838 2.96026244206484 0.00307377074759906 0.0158025293137704
"FBgn0036876" 345.76848947518 -5.37833654576656 1.81291322774285 -2.95996569491174 0.00307673300456547 0.0158079763771985
"FBgn0039501" 8.92566079512406 -6.07574533688032 2.04611448080988 -2.95972186648974 0.00307916895219952 0.0158107142489948
"FBgn0001233" 24938.6061312715 1.12504039860065 0.380275377371629 2.95849437199529 0.00309145886806896 0.0158640149943897
"FBgn0036380" 8.22952916600865 5.47785499710637 1.84635242122896 2.95779982679463 0.0030984325888906 0.0158899863879649
"FBgn0032596" 517.987462241442 -1.89177362595554 0.639947470961447 -2.95607527858708 0.00311581033012958 0.0159584299553267
"FBgn0265888" 8.11880790869258 -6.00197325846996 2.02370588990208 -2.95590399510461 0.00311754114317467 0.0159584299553267
"FBgn0030157" 24.7568557233122 -6.72960789076322 2.28798081364745 -2.95620886538181 0.00311446104881301 0.0159584299553267
"FBgn0031107" 98.3755197445401 3.63408040246354 1.22996643831877 2.95390092190059 0.00313784728823251 0.0160524847725589
"FBgn0033929" 202.461035561611 3.34489821194872 1.13191123784966 2.95318213148942 0.00314516336960814 0.0160800106305873
"FBgn0263325" 9.57541480507177 5.59573046705678 1.89099885808766 2.95169532115521 0.00316034597713178 0.0161476964194409
"FBgn0267792" 142.346544084555 -3.25261887164463 1.10207991707224 -2.9511653509367 0.00316577391359647 0.0161654884291085
"FBgn0032629" 552.647730475941 -2.000633585579 0.678916454104457 -2.94681455059749 0.00321065690651565 0.0163846053927101
"FBgn0029807" 63.3386049630854 -6.02630266562824 2.02069084812913 -2.9464564799338 0.00321437647852356 0.0163935173625376
"FBgn0032261" 17.1879755343806 4.25466650863862 1.56009142773127 2.94510939432697 0.00322840495642813 0.016454962195095
"FBgn0037981" 34.2640769921437 6.05406037465767 2.08604682023773 2.93863944113713 0.00329656330175956 0.0167920588050389
"FBgn0035876" 40.4929595235119 4.58274851407579 1.5480886838445 2.93789882312054 0.00330444845039482 0.0168013205176745
"FBgn0037046" 14.214609522445 -5.40465943701849 1.82886406271502 -2.93800358041963 0.00330333208719788 0.0168013205176745
"FBgn0030362" 359.737889987947 -3.34967779127003 1.13969882176396 -2.93818884459996 0.00330135863027218 0.0168013205176745
"FBgn0266313" 49.6006701908799 4.0943530856562 1.38786441325518 2.9374444399495 0.00330929463752373 0.0168106204857827
"FBgn0267926" 9.53632758086096 -6.08897411943477 2.06903875419754 -2.93734796651373 0.00331032439994468 0.0168106204857827
"FBgn0262782" 930.681245898928 -3.37925450661273 1.1507771417776 -2.93556665419799 0.00332939074067641 0.0168971156221989
"FBgn0024230" 78.1695907732111 -4.4818689790148 1.52230256940401 -2.93532501048414 0.00333198487257747 0.016899957461156
"FBgn0016131" 179.097897916041 -4.82221859092035 1.63941645911204 -2.93373476722798 0.00334910267312692 0.0169764155023419
"FBgn0013997" 770.036956490781 2.05932957131274 0.702202470815104 2.9328046001047 0.0033591523217939 0.0170169740789413
"FBgn0263773" 404.27488465678 -2.65410453062968 0.905369091429273 -2.93109264200592 0.00337772035204409 0.0171006098018174
"FBgn0033555" 97.3000512676916 -2.10681778730415 0.718982198761076 -2.92992153407309 0.00339047605822767 0.0171547351350521
"FBgn0050053" 25.9965329178776 6.24960481772628 2.16383233147823 2.92840334007054 0.00340707750481124 0.0172282409677248
"FBgn0267990" 7.76414312638855 -5.92300980924056 2.01945607230474 -2.92773674519048 0.00341439007042595 0.0172501370949057
"FBgn0035978" 652.696599015721 -1.31720573809455 0.449925680010113 -2.92763018468301 0.00341556036604718 0.0172501370949057
"FBgn0000114" 70.3250477192776 3.0561615959667 1.04406750472459 2.92687190003281 0.00342389874093083 0.0172817440702633
"FBgn0052227" 221.177984073387 3.60301392696669 1.23115743909026 2.92602813032146 0.00343319891976627 0.0173163420459165
"FBgn0037261" 244.679427169967 2.34139814811398 0.800130801104021 2.92587203342486 0.00343492196577641 0.0173163420459165
"FBgn0037671" 1832.84494620794 -1.21119712342194 0.414185847050506 -2.92428645208865 0.00345246876483359 0.0173942452991131
"FBgn0032639" 13.6559476332291 4.91739498523058 1.66952724541459 2.92367074415281 0.00345930444560803 0.0174075719770512
"FBgn0285944" 679.789861721368 2.4927694062687 0.852564701513777 2.92380358443859 0.00345782859176665 0.0174075719770512
"FBgn0266973" 8.12890042165592 5.45183500587308 1.85895190407185 2.92340101366688 0.00346230291187255 0.0174121141597077
"FBgn0005278" 1201.88305836356 2.54549184895861 0.870922348052517 2.92284631716408 0.00346847664614142 0.017432353465183
"FBgn0051075" 620.840785347453 -2.95082558588132 1.00948654482769 -2.92266257351808 0.00347052390845121 0.017432353465183
"FBgn0020618" 2490.76533525884 -1.25834821061664 0.43067141740977 -2.92181468772357 0.00347998526259031 0.0174693157471905
"FBgn0003116" 24.9486016349515 5.24176250932877 1.97075860590202 2.92133111857598 0.00348539180039531 0.0174858907473938
"FBgn0023537" 549.765534609123 -3.60427323109071 1.23451200896028 -2.91823349925555 0.00352020638596282 0.0176498941789856
"FBgn0037297" 53.3356817950855 2.74469694860494 0.939611636812569 2.91731760891418 0.00353056065043138 0.0176911326198938
"FBgn0263316" 260.567377736806 -4.3769837933944 1.49869601077706 -2.91646596122978 0.00354021349800041 0.0177288087651521
"FBgn0015831" 12.593373395786 5.82952977199764 1.99270975190142 2.91585889141163 0.00354710887316145 0.0177526388664008
"FBgn0085474" 7.65860114906015 -5.9110231472737 2.02347598757012 -2.91464945549407 0.00356088262861172 0.0178108445987394
"FBgn0040496" 7.59938352388963 -5.46186616828918 1.87000792623487 -2.91390607578424 0.00356937279277308 0.0178425686897466
"FBgn0039081" 62.8223107375468 -6.0770519065757 2.06707317898158 -2.9133632617416 0.00357558391781782 0.0178628690253941
"FBgn0004611" 597.267371500159 2.09774232483647 0.720129679491809 2.91310705358446 0.00357851898209666 0.0178667882832086
"FBgn0031216" 305.196644856973 2.60005580136837 0.892585523737098 2.91231033897164 0.00358765997862149 0.017901669130563
"FBgn0037130" 201.989386475642 3.91717895933937 1.34446209549379 2.91204323392502 0.00359072932264582 0.0179058052877974
"FBgn0027654" 312.73867614847 3.3359484986168 1.14637401223422 2.91186320580339 0.00359279939994683 0.0179058052877974
"FBgn0263072" 105.403147659017 3.27923272433182 1.12526661932973 2.9107804572208 0.00360527244200684 0.0179571963118662
"FBgn0035336" 40.1260927346174 4.04969456645993 1.38463513569986 2.90961530086948 0.00361873878938393 0.0180134702589585
"FBgn0037010" 51.4323061839851 -3.10606332402046 1.06745431257095 -2.90822583187787 0.00363485743556235 0.018082871601588
"FBgn0033802" 69.7956628382632 3.61116102576226 1.24362659988829 2.9063273531605 0.00365698644391952 0.0181820726367944
"FBgn0032883" 82.2883206892742 4.061886778273 1.40319894222095 2.90539546145617 0.00366789350372708 0.0182202196195773
"FBgn0010590" 610.188610457316 -1.51175591527701 0.520336092097898 -2.90529720945265 0.00366904518819847 0.0182202196195773
"FBgn0036218" 29.8851173982493 5.89581689077913 2.0514988129112 2.90411586844688 0.00368291832767526 0.0182781872558698
"FBgn0261560" 27.6933909010889 4.47014776785061 1.52800896207386 2.90328343135331 0.0036927227220351 0.0183159047012941
"FBgn0004574" 1106.66527957172 2.36723295102234 0.815696548893932 2.90226149021901 0.00370479152868995 0.0183648019214535
"FBgn0039836" 9.95974436889668 5.62788186373842 1.93235724371312 2.90200188045884 0.00370786314555695 0.0183690679864563
"FBgn0261279" 185.19503446588 2.14956719015749 0.740913714508788 2.90054427376249 0.00372515209765727 0.0184437208744557
"FBgn0052944" 251.641183788244 4.3252638074509 1.49596352598064 2.90010509858551 0.00373037558595082 0.0184585827088025
"FBgn0026239" 328.253256574609 3.41577558655719 1.17936175485791 2.89834160825698 0.00375141740510547 0.0185516522628668
"FBgn0029935" 181.05277151085 -3.3820023124184 1.16624837084455 -2.89811538315477 0.00375412449708247 0.0185539954323386
"FBgn0038331" 181.834433675263 -1.35790831364458 0.468652241782493 -2.89751383951786 0.00376133142718725 0.0185785621266776
"FBgn0064225" 4650.2594909435 -1.26308963465684 0.436071540027819 -2.89650713494122 0.00377342061589383 0.0186272005210018
"FBgn0035761" 23.4471501416258 5.7315088514238 1.98856701533793 2.89568148235879 0.00378336195586507 0.0186651847561324
"FBgn0015872" 29.4007760176745 2.70768511681851 0.935614802884498 2.89380073594589 0.00380609616261754 0.0187661999519445
"FBgn0034629" 23.7287799848359 -6.6306437096063 2.30711965888034 -2.89194211104159 0.00382868485323959 0.0188663782685139
"FBgn0267672" 17.4880761024732 3.53529899815902 1.21567934326997 2.8906497002959 0.00384446381787695 0.0189329018369423
"FBgn0039755" 2.83489839243515 -4.95873761972957 1.72059617465222 -2.88673672474491 0.00389259799505267 0.0191585925017166
"FBgn0266363" 7.19518352279519 5.31404129996077 1.83624779961655 2.88612220889482 0.00390020679869898 0.0191733243098172
"FBgn0267486" 31.6571178068796 3.81220501013676 1.31419166605777 2.88621620961836 0.00389904202737729 0.0191733243098172
"FBgn0038965" 331.11550470353 -2.11724187148677 0.733894758913996 -2.88481390816473 0.00391645091278375 0.0192190633097504
"FBgn0025800" 2795.56408962699 1.29156307126399 0.447693697916834 2.88493014261955 0.00391500524020803 0.0192190633097504
"FBgn0031052" 368.298477405222 2.72938337804611 0.946197024284895 2.88497714184767 0.00391442082228604 0.0192190633097504
"FBgn0033209" 175.891889740219 -2.30626106549746 0.799505832304434 -2.88444414145732 0.00392105313220457 0.019230288915204
"FBgn0053653" 861.936027848182 2.301142259583 0.797968585719312 2.88382617385201 0.00392875549391507 0.0192566965448061
"FBgn0040890" 49.7463383560342 -2.94586904555001 1.02154427893146 -2.88273059524232 0.00394244459267424 0.0193123995730764
"FBgn0014179" 24.3175182570921 5.39852765504536 1.87076754115698 2.8818525407828 0.00395344701168935 0.0193548837790897
"FBgn0083945" 8.70370235997679 5.49309134136997 1.90001240055034 2.88138158266633 0.00395935981134948 0.0193610131328378
"FBgn0260475" 4.93948555633595 -5.52305625326812 1.91391530514952 -2.88156157935746 0.00395709903586482 0.0193610131328378
"FBgn0086378" 312.879059586921 -1.64105696394952 0.569652850828864 -2.88070935856313 0.0039678133831875 0.0193909374044245
"FBgn0032047" 20.6134294559557 5.62538283109234 1.95801296062658 2.88022700011465 0.00397388939032061 0.0193978102554545
"FBgn0020248" 63.3317292708339 4.1259793120592 1.42688846489739 2.88023352579283 0.00397380713355637 0.0193978102554545
"FBgn0036877" 8.87305534463299 -6.02356003237378 2.0834273176553 -2.87979444815515 0.00397934519584415 0.0194089929683765
"FBgn0053082" 21.4875867982829 6.12631447916938 2.1436288773784 2.87967502587474 0.0039808526743035 0.0194089929683765
"FBgn0263503" 22.3503019837426 6.13659554478917 2.15272322642977 2.87803052082565 0.00400166421260975 0.0194990183450803
"FBgn0026576" 571.683566275832 -3.71067741843273 1.28952037999821 -2.87591270226926 0.00402861113342941 0.0196188167037113
"FBgn0045823" 886.409617615747 -1.64499163240019 0.572297163535198 -2.87433349389172 0.00404881192845727 0.0197056411843134
"FBgn0259821" 185.997499986043 3.53661442168469 1.23021033394016 2.87293690866285 0.00406675322304378 0.0197813734057657
"FBgn0038167" 133.26457902331 4.39543861049036 1.52814907016976 2.87163947890426 0.00408348533758842 0.0198446170989571
"FBgn0085753" 501.850282523596 -1.86875994592552 0.650776253171505 -2.87155844828541 0.00408453240722395 0.0198446170989571
"FBgn0031574" 31.1695097513851 5.84196874804023 2.07704509068098 2.87101551673317 0.00409155440334646 0.0198671151274122
"FBgn0038701" 13.4246324137376 -6.05925121960343 2.09063340557322 -2.87069374891892 0.00409572115073572 0.0198757309113974
"FBgn0051792" 28.3449668243876 6.19540353270922 2.209063265598 2.86972621931854 0.00410827343010765 0.0199232698046296
"FBgn0259145" 384.337129135017 3.30068752612157 1.15086523625359 2.86956922528851 0.00411031348641491 0.0199232698046296
"FBgn0260794" 517.922653880824 1.173373466346 0.408957981950327 2.86915108804058 0.00411575144955878 0.0199379959434019
"FBgn0051370" 25.7777295138771 6.16766349963706 2.18832137320288 2.868546460033 0.00412362631044071 0.0199645031393598
"FBgn0052666" 75.8355271124057 3.08931939996277 1.07998202025545 2.86373176014637 0.00418682401057715 0.0202586685380751
"FBgn0001991" 62.6727859927931 3.62864248040474 1.26414263583026 2.86230605878587 0.00420570564589392 0.0203381853935312
"FBgn0052264" 828.898945667402 1.74931440362235 0.611438341676004 2.86089799554249 0.00422442946782451 0.0204168470149424
"FBgn0004872" 17.4151711545887 6.00927109490244 2.1027749557249 2.85965008881411 0.0042410867605889 0.020461642745048
"FBgn0022027" 82.1991671786591 3.99011913966818 1.39177853506909 2.85990709639814 0.0042376513121671 0.020461642745048
"FBgn0041147" 44.2907192663967 -5.11464062336809 1.81179938740891 -2.85983117951592 0.00423866583865855 0.020461642745048
"FBgn0033484" 4222.75972988504 3.15473709125812 1.10359500940322 2.85934537297116 0.0042451632032794 0.0204694230370547
"FBgn0037794" 93.4864235340206 5.01847218158141 1.74958599616084 2.85875238545894 0.00425310628912831 0.0204958277552657
"FBgn0261549" 380.769862723398 -1.99351630516246 0.69756380416569 -2.8576252149511 0.00426824194406048 0.0205568429398576
"FBgn0032790" 14.3837428992602 3.8423461061704 1.3350888034963 2.85728049422237 0.00427288060104806 0.0205586470434579
"FBgn0262869" 90.0113134973039 2.46550388994497 0.862867432429634 2.85722961351694 0.00427356565287095 0.0205586470434579
"FBgn0038294" 17.7459613416126 3.99217921332025 1.38691190859759 2.85701524731137 0.00427645294811846 0.0205606314195418
"FBgn0004811" 241.966503936757 -1.71248996299316 0.599607888746361 -2.85614365090268 0.00428821069440924 0.0206052368126963
"FBgn0264748" 19.2658716041419 -5.92543266331912 2.15649011822294 -2.85472945199384 0.00430735047268058 0.0206797294074123
"FBgn0038519" 332.496913876742 -1.48597774672287 0.520545574869186 -2.85463055670278 0.00430869181562719 0.0206797294074123
"FBgn0053547" 917.169404747401 2.17256709701898 0.761675306160603 2.85256116669452 0.00433684651867993 0.0208028411531136
"FBgn0260428" 21.690557938107 -6.54075808346757 2.30661661167282 -2.85119991880707 0.00435545755965407 0.0208746368641045
"FBgn0037235" 355.014251669743 -3.46544188801949 1.21508657459253 -2.8509975729016 0.00435823021443652 0.0208746368641045
"FBgn0038388" 333.052665615406 -2.99913986760237 1.05175581719448 -2.85073252847465 0.00436186441936512 0.0208746368641045
"FBgn0266052" 10.180007696464 5.59987082794716 1.95871357569258 2.85085532792683 0.00436018029090443 0.0208746368641045
"FBgn0265048" 939.646340860776 -4.97509582298442 1.74424255544075 -2.84873447503554 0.00438934962880718 0.0209940798596028
"FBgn0052091" 15.330659315813 5.00229029219377 1.74682216500275 2.84765829268113 0.00440421854497694 0.0210530769112016
"FBgn0019985" 381.188063575728 3.35621927181195 1.17856843341025 2.84714594582466 0.00441131333815944 0.0210748655626387
"FBgn0031980" 1746.19591458645 -1.64269909691199 0.577028673730202 -2.84677560807025 0.00441644808886562 0.0210872705300549
"FBgn0010226" 365.255541791134 -4.06621903889672 1.42807358926403 -2.84454374988466 0.00444750776531705 0.0212233742184113
"FBgn0010412" 1456.61775476111 -1.24321952595126 0.437193078600067 -2.84362110716549 0.00446040545939509 0.021272702960192
"FBgn0264432" 10.0852406040433 4.99466485473939 1.75557947583713 2.84236782995386 0.0044779794061185 0.0213442644326062
"FBgn0040634" 10.3834824320046 -6.09233890913712 2.13914870701746 -2.84039476810906 0.00450577361825724 0.0214644307456887
"FBgn0041336" 11.3775868564407 4.72973664715983 1.65335467470702 2.83819003659886 0.00453701615179756 0.0215885052629634
"FBgn0027497" 124.671156038843 3.40880958280611 1.20152648659999 2.83828245761485 0.00453570255299088 0.0215885052629634
"FBgn0262473" 238.667088830673 3.8029535942157 1.34223601656875 2.83774769321902 0.00454330804193074 0.0216060693831486
"FBgn0004045" 8.8084534865107 -5.37763179349038 1.94820440983675 -2.83751360688585 0.00454664088196238 0.021609549455002
"FBgn0053458" 12.3998962279423 5.75999777333513 2.02440385332796 2.83699152760139 0.00455408204474446 0.0216325406676598
"FBgn0267330" 709.02979589279 -1.54511951546859 0.545086720052952 -2.83460899367805 0.00458818038218602 0.021782058637258
"FBgn0033402" 110.042279836327 -4.60534787200817 1.62049270339695 -2.83337414677035 0.00460594408600273 0.0218539026079444
"FBgn0033983" 331.885964104957 3.92412966703652 1.38523533433908 2.83258726123954 0.00461729617502446 0.0218952606290544
"FBgn0034937" 25.9440473810725 6.11698068860098 2.20598606874222 2.83147801634562 0.00463334185031145 0.0219588157971406
"FBgn0010269" 124.613094337224 3.85750986715008 1.36106918963991 2.83045403235088 0.00464819899411292 0.0220166688957184
"FBgn0037696" 36.8382036864802 -5.66414740625253 1.98118575412921 -2.83022263834465 0.0046515622954384 0.0220200453279215
