"baseMean" "log2FoldChange" "lfcSE" "stat" "pvalue" "padj"
"FBgn0030260" 249.578205621403 -11.3806437224111 1.2577089802717 -8.96938845609187 2.98165245607256e-19 3.64287773603688e-17
"FBgn0024944" 191.110665001327 9.10301520140949 0.970004214790452 8.95400130752291 3.42824774237106e-19 4.12780902081432e-17
"FBgn0034788" 138.880839962591 7.27837709667577 0.802502979151056 8.93791312477339 3.96588673586213e-19 4.70694100022037e-17
"FBgn0031313" 213.843851285423 -10.6356691438483 1.17182758177065 -8.89145472957983 6.03140055157818e-19 7.0575881383819e-17
"FBgn0033631" 221.190048552841 -7.90310961206089 0.889968447145606 -8.82473109319515 1.09723136976713e-18 1.26608308611462e-16
"FBgn0041087" 424.983765351545 -10.8480908588011 1.19426215948748 -8.82095130720682 1.13491365261542e-18 1.27417062512553e-16
"FBgn0028374" 326.905461677584 8.64208316295468 0.962962346437399 8.82101545001802 1.13426364864318e-18 1.27417062512553e-16
"FBgn0033683" 100.80048500946 -10.246470241141 1.15373927534789 -8.81438013998434 1.20349053426661e-18 1.33314658115827e-16
"FBgn0052204" 229.232313471983 8.22969041722568 0.917016303692364 8.81061660088542 1.24459355285347e-18 1.36053726804035e-16
"FBgn0004859" 304.325340297314 -8.55764075267769 0.968794258367942 -8.77334784580091 1.7343123768338e-18 1.87125548399159e-16
"FBgn0032719" 157.876006629826 8.86238986549104 0.964304645292248 8.7715370687442 1.76243666165367e-18 1.87722099807932e-16
"FBgn0035293" 421.770678132941 -9.72827404695617 1.09801097885806 -8.7659496557866 1.8520877502799e-18 1.94773987712979e-16
"FBgn0043841" 923.547561183884 -7.52508903411647 0.86612810542683 -8.67418871710614 4.16509106708573e-18 4.2720464920183e-16
"FBgn0029713" 262.013848254097 8.72894612354833 0.982262240453008 8.67468574698549 4.14694043648673e-18 4.2720464920183e-16
"FBgn0267348" 303.936048153571 -10.0725505061369 1.13941636337841 -8.62585232033152 6.36170690925998e-18 6.44549524416243e-16
"FBgn0015550" 115.605743788665 7.45105337077549 0.848747637744081 8.60298800104403 7.76670982055209e-18 7.7741958059213e-16
"FBgn0028938" 84.0241620941953 -7.9078794343809 2.29666118165063 -8.51760353083051 1.62888719414981e-17 1.61104700107103e-15
"FBgn0037375" 133.482760536365 7.66544221676992 0.882169417997915 8.51275429780051 1.69849730819191e-17 1.66013125134804e-15
"FBgn0035578" 253.288126671208 -11.3270371601894 1.32124233498003 -8.50021311485426 1.89242942292688e-17 1.82817484252052e-15
"FBgn0037700" 127.196186581221 8.06467879090931 0.921398033812066 8.48359472777016 2.1834130541964e-17 2.0850339832487e-15
"FBgn0038660" 289.630209423827 -8.31505423603053 0.977502453764172 -8.46917603413339 2.47134951796027e-17 2.3331786130925e-15
"FBgn0031414" 190.010732603814 7.7173490792719 0.904767749121835 8.41205828431998 4.02877595926694e-17 3.76079445725727e-15
"FBgn0003499" 128.894933862512 6.58541933463849 0.776820642884278 8.39994257225453 4.46697041784494e-17 4.12351002571731e-15
"FBgn0035969" 663.203330944555 -10.841511969333 1.26671647216509 -8.38794377759275 4.94718691812392e-17 4.51661856217292e-15
"FBgn0037167" 353.334283767717 -9.64102289614984 1.13579373016615 -8.37102130666194 5.71209793601287e-17 5.15827278830379e-15
"FBgn0262867" 197.219370538668 -11.0072918680088 1.30501793920402 -8.36602813266804 5.95929744174941e-17 5.32363904796281e-15
"FBgn0010109" 150.110118928875 9.93796102950693 1.18819988745487 8.36268456872732 6.13069676484042e-17 5.41849241726534e-15
"FBgn0015520" 127.789575646382 7.84799899277776 0.915700539481098 8.36084428573098 6.22709926603953e-17 5.44576217918489e-15
"FBgn0032013" 168.36805938475 8.49728406110857 0.986924543586813 8.34252363316103 7.27216286496026e-17 6.22857000846287e-15
"FBgn0266417" 119.538352972381 6.48309796695641 0.770681948252488 8.34252730488019 7.27193699721806e-17 6.22857000846287e-15
"FBgn0033177" 111.859388293976 6.65787524388818 0.790543212492905 8.33264189150719 7.90580199517001e-17 6.70218397712984e-15
"FBgn0027793" 96.247352930171 -8.83708818526101 1.03874739548922 -8.28142435824919 1.21710633040847e-16 1.02138579727612e-14
"FBgn0052380" 105.471318720609 -7.80704878160009 0.932698819155632 -8.27858677628438 1.24645651901421e-16 1.035556075997e-14
"FBgn0036486" 122.055044594061 8.4943816576924 0.982190005291087 8.27633114392711 1.27028428141688e-16 1.04490314950608e-14
"FBgn0040697" 152.124145118113 7.34350127100614 0.877765281719074 8.25480043894705 1.52156261029765e-16 1.23932766336793e-14
"FBgn0034194" 137.025926887436 -10.5514736929488 1.27043838095706 -8.24201806720978 1.69329989161952e-16 1.36581898054126e-14
"FBgn0011785" 301.887243113917 6.24542689519882 0.756978913593339 8.22796433329902 1.90421759111054e-16 1.52117689874484e-14
"FBgn0027073" 99.6446384352449 -9.15171956392983 1.08488022379136 -8.21034336367286 2.20556858397111e-16 1.74512988529829e-14
"FBgn0262870" 204.59949004023 -7.35948551290945 0.896144162142632 -8.18367651541388 2.75312511986331e-16 2.1578267448891e-14
"FBgn0004878" 435.32836381471 8.70135061345901 1.05191902221527 8.17911088308052 2.85945889756691e-16 2.22022285242859e-14
"FBgn0015929" 271.726496530384 6.85923777203296 0.833492866872818 8.17453565959353 2.9700747842278e-16 2.25848514179167e-14
"FBgn0266129" 154.078404800023 8.75123544301664 1.02626844041754 8.17371768162308 2.9902908714141e-16 2.25848514179167e-14
"FBgn0029648" 184.086846562697 -10.383295848664 1.24565689062675 -8.17440416508944 2.97331552127132e-16 2.25848514179167e-14
"FBgn0085261" 829.771199554967 -4.71538140219661 0.577269772624517 -8.16769294221437 3.14342759928136e-16 2.35275644097563e-14
"FBgn0034997" 530.28466078581 -11.0250617936257 1.31905706399511 -8.16053040003724 3.33556596177234e-16 2.47427517950041e-14
"FBgn0031473" 175.467877229076 9.50217037160978 1.1137136706841 8.12828045078271 4.35422887271725e-16 3.20132154641902e-14
"FBgn0040377" 42.8871259900729 -7.20899071472774 2.31463500812489 -8.12662958994243 4.41391572950953e-16 3.21673788427765e-14
"FBgn0034901" 200.559980228905 10.2608418818176 1.27187465481496 8.06436353500467 7.36183882246036e-16 5.3184484293044e-14
"FBgn0037835" 3428.36008248339 -8.71889728635175 1.07989226324809 -8.05988312963393 7.63674252882779e-16 5.46948766633632e-14
"FBgn0038381" 231.992369035491 -9.20610585293156 1.12848885918079 -8.05148937866872 8.17925153167478e-16 5.80796766881659e-14
"FBgn0025682" 2649.54543340543 -5.10428168708891 0.639666504275147 -7.97868670447897 1.47898444257419e-15 1.02395022907553e-13
"FBgn0004552" 70.1317369875255 -9.69630516945062 1.20720607961743 -7.97928457650783 1.47183880884102e-15 1.02395022907553e-13
"FBgn0000591" 124.25372613758 9.01944987000994 1.07578582337653 7.97908140623298 1.47426323215153e-15 1.02395022907553e-13
"FBgn0087007" 312.446907346519 -7.11598484373672 0.890304644124881 -7.97136681485422 1.56928956065476e-15 1.07749236941485e-13
"FBgn0029093" 7238.2339393497 -4.04252630107244 0.507604341029243 -7.96373601372315 1.66921174227383e-15 1.13670583236155e-13
"FBgn0085446" 1489.82100796929 -5.37169080664735 0.675323740334166 -7.95256811960775 1.82684321388922e-15 1.23393605048713e-13
"FBgn0259239" 168.990856977848 6.5680165403766 0.821272276181881 7.93397251718851 2.12245084334606e-15 1.42204206504186e-13
"FBgn0030313" 78.0358971896093 9.06860144916691 1.1489068850881 7.89284756208159 2.95368310940573e-15 1.96313594183543e-13
"FBgn0046685" 311.768392398664 -10.4831039429223 1.29914774211024 -7.87857347664175 3.31139750871011e-15 2.18341988113997e-13
"FBgn0262531" 1395.36743983583 -4.0978351935925 0.520456344948804 -7.87295789749197 3.46353237039606e-15 2.26575015222444e-13
"FBgn0037720" 115.065340342474 -10.2856714784235 1.29790731561255 -7.86764294008909 3.6138525316191e-15 2.34561615880403e-13
"FBgn0052198" 181.869324380279 10.1072248589524 1.2863474622564 7.85431569818611 4.01960658472044e-15 2.58875127952383e-13
"FBgn0039722" 119.380836453301 8.05824110197327 0.995617482732264 7.8497950562431 4.1671767667313e-15 2.66314650600028e-13
"FBgn0013276" 97.6504314298202 3.99126967559666 0.508044390352458 7.84578394884644 4.30257129962834e-15 2.72868414941315e-13
"FBgn0028940" 211.905380655651 -10.9988222327846 1.39242936148291 -7.83676100088403 4.62316811517472e-15 2.88791584217079e-13
"FBgn0004580" 640.999552350662 6.13403959511402 0.781388079426939 7.83697900578279 4.61515177730977e-15 2.88791584217079e-13
"FBgn0035708" 143.464433569332 8.25096485068448 1.02454110196951 7.81940852203584 5.30721129223785e-15 3.29047100118747e-13
"FBgn0260446" 143.762947413915 6.57668742140877 0.837229101523296 7.78676466394078 6.87468282358441e-15 4.23073073321032e-13
"FBgn0035187" 319.612503523241 8.95535562352052 1.1250026717729 7.78329182413103 7.0661382964609e-15 4.31657918874979e-13
"FBgn0004646" 1972.79345845611 -2.98501087131748 0.383940183989304 -7.77460549210586 7.56828975141493e-15 4.58958768282885e-13
"FBgn0031945" 145.125733219865 7.29970320329805 0.929851913928594 7.74664872064791 9.43494955517578e-15 5.68011310901452e-13
"FBgn0020445" 163.797139209294 -10.1327956894403 1.28887259934519 -7.72475541266817 1.12068317920965e-14 6.69829917472936e-13
"FBgn0030955" 1466.67055921878 -5.32628650678951 0.689616835340419 -7.72198831820285 1.14528892575297e-14 6.79647171082549e-13
"FBgn0035545" 223.764811557749 -9.21800333268882 1.179211034392 -7.71030266474832 1.25519699297684e-14 7.39586994159688e-13
"FBgn0267978" 230.507485163201 9.24514044506831 1.15296933613003 7.70229069105238 1.3364842285174e-14 7.81937392290321e-13
"FBgn0038088" 143.715408400825 -6.55414395345802 0.849122818261476 -7.69413583595085 1.424536543465e-14 8.27625846371133e-13
"FBgn0011701" 121.402332405549 -10.3094252140861 1.3379345098984 -7.6508891650676 1.99594322723399e-14 1.15154835637917e-12
"FBgn0083949" 77.2389717998877 7.08315719530181 0.906492711393688 7.6459700733082 2.07375898961506e-14 1.18819239211876e-12
"FBgn0028572" 151.056394347374 9.22112475527188 1.15378979199912 7.61870527299655 2.56232759653073e-14 1.45689651706442e-12
"FBgn0038839" 540.245538410509 7.00741752378604 0.915767586549027 7.61792790541498 2.5778019741029e-14 1.45689651706442e-12
"FBgn0027872" 84.9113014300359 7.29760634158507 0.936440747266173 7.61405129980296 2.656352869026e-14 1.49114727269378e-12
"FBgn0010497" 649.752920352402 -8.68485866539142 1.13929122483443 -7.60411453434758 2.86861121912708e-14 1.59949140996696e-12
"FBgn0032233" 190.601665126141 7.37642594209293 0.961871003664142 7.5990588435304 2.98292130784511e-14 1.65214068170515e-12
"FBgn0038681" 162.425425292368 -9.08567579720382 1.17314843677301 -7.59004378347158 3.19797410355867e-14 1.75952111605069e-12
"FBgn0032249" 168.851042668616 8.81556394361363 1.1175447525647 7.58700152197785 3.27393243327098e-14 1.78946254313259e-12
"FBgn0002778" 810.188114208419 -5.04280005665793 0.665902294031156 -7.57130573635947 3.69491298611777e-14 2.00636190122003e-12
"FBgn0035233" 63.2747027306698 8.77071301984147 1.16052494671348 7.55715461942256 4.11982131120056e-14 2.2225633411334e-12
"FBgn0038114" 79.813021108209 -9.25737148533912 1.20842944985342 -7.54628505734471 4.478492444056e-14 2.40047195001402e-12
"FBgn0028979" 70.4751524757742 7.32504462155334 0.943095165527435 7.54495664332818 4.524379947119e-14 2.40952234619645e-12
"FBgn0004512" 195.494711962642 -10.8449322020637 1.42850298596577 -7.53402511522758 4.91996575547151e-14 2.60350799340492e-12
"FBgn0020415" 513.579712517369 -7.51900130916053 0.998214524199106 -7.51089328642251 5.87252495675196e-14 3.08790742662628e-12
"FBgn0034406" 119.700602932349 -10.2683563224126 1.35889032252571 -7.50349953602334 6.21362034373188e-14 3.24671432803298e-12
"FBgn0033793" 110.399341941114 8.82652923623833 1.12456209205423 7.4943138546304 6.6646076594241e-14 3.46059752715596e-12
"FBgn0035495" 4335.8959678797 4.90909616545585 0.655258823575536 7.49207261734519 6.77943930778683e-14 3.49835911609273e-12
"FBgn0039420" 162.288005895049 7.88332067213094 1.03548085920382 7.48125358482342 7.36169697666927e-14 3.77536904210916e-12
"FBgn0026402" 77.553481114937 7.8364216812971 1.00792332363384 7.47468076462033 7.73914967919841e-14 3.94459236409696e-12
"FBgn0002917" 146.319128381184 5.89677259271592 0.785474553272095 7.47095817460188 7.9612959117996e-14 4.03307600214824e-12
"FBgn0265262" 1808.61594312465 5.46057420368244 0.731769507114059 7.45941394818783 8.69081665416868e-14 4.37595786441415e-12
"FBgn0011705" 241.346432293359 -11.0668517408114 1.47366410911998 -7.45106654585331 9.25886426085801e-14 4.63389423368725e-12
"FBgn0038929" 83.5070453285826 7.94783153948237 1.02665203824057 7.44024171105032 1.00501238023008e-13 4.9997861406895e-12
"FBgn0261862" 213.150821412546 -8.58212344958854 1.14389469637868 -7.42694071025906 1.11138145918239e-13 5.43234932779943e-12
"FBgn0085413" 218.848091672623 7.46857968277022 0.995253959518926 7.4269172563505 1.11157846139372e-13 5.43234932779943e-12
"FBgn0020907" 80.1847698748356 8.41148258805733 1.08227177440224 7.42812584614409 1.10147140153047e-13 5.43234932779943e-12
"FBgn0033735" 186.132455609018 -10.186209929777 1.35113873850004 -7.42191287142912 1.1544074990921e-13 5.60866520611531e-12
"FBgn0030680" 110.891073593598 8.30213932624317 1.07804030842775 7.40493969704774 1.31210079055771e-13 6.33775195811249e-12
"FBgn0033033" 202.752891076549 -6.77957221349904 0.917133485214713 -7.37945610766495 1.58937466333795e-13 7.63267323873506e-12
"FBgn0261871" 268.805470031569 7.93927746808034 1.06623200972498 7.37835730278468 1.60254422957569e-13 7.65168819500853e-12
"FBgn0030808" 53.7184201547414 -7.13015701491275 0.955721953767162 -7.37090771408278 1.69470133644205e-13 8.04547354466315e-12
"FBgn0284442" 86.8967058293072 9.1412786161042 1.24161841697073 7.36086481228369 1.82722543828798e-13 8.62533462573666e-12
"FBgn0038418" 141.098479264683 9.13588319604901 1.18979106061494 7.34761689649312 2.01771816062395e-13 9.47073586353885e-12
"FBgn0035246" 1309.73530532276 5.62136050899867 0.765407482838865 7.34136105906669 2.11432572334604e-13 9.86843714020162e-12
"FBgn0053494" 116.585536622271 -7.95904820384266 1.07245147114758 -7.3387579923895 2.15585020221092e-13 1.00060354636694e-11
"FBgn0028956" 373.713482322228 -8.20173156171463 1.11390850797426 -7.31761278953111 2.52420956346279e-13 1.16506294740272e-11
"FBgn0037552" 161.779015156174 -10.5773042563008 1.43874313667013 -7.29855264658774 2.90879690144582e-13 1.32781783830835e-11
"FBgn0029898" 337.917759154769 -9.47070368819292 1.2793129936989 -7.29896353273211 2.89992897254317e-13 1.32781783830835e-11
"FBgn0010651" 550.532250880171 -9.95405290398153 1.37148417818027 -7.29499931206718 2.98660604561572e-13 1.35588650420631e-11
"FBgn0039019" 81.3401033854586 7.89476709273168 1.04201112203753 7.28822405383352 3.14067367344943e-13 1.41808243907706e-11
"FBgn0260745" 397.024194377668 -8.55758484472939 1.17055214600334 -7.2864236689942 3.18290987899664e-13 1.42938460944347e-11
"FBgn0003328" 197.383988139023 -10.209289166994 1.38423110395096 -7.26771533957213 3.65618221341723e-13 1.63309472199303e-11
"FBgn0260995" 186.694046746058 6.66227723786039 0.912751808508881 7.26392921445474 3.76004827602489e-13 1.67050700947673e-11
"FBgn0085380" 232.920753689216 7.69537445003546 1.04920064103782 7.25273447502349 4.08440311815195e-13 1.80495856944715e-11
"FBgn0038510" 76.6895240096017 8.97801413549858 1.23797206214985 7.25061700485969 4.14877301169431e-13 1.82370403074901e-11
"FBgn0032350" 527.335582680212 -10.052223418135 1.3723552368452 -7.21693905853042 5.31707900592011e-13 2.32122322491273e-11
"FBgn0052085" 212.407014081063 9.53078207812963 1.26097176530339 7.21644389625944 5.33646648962845e-13 2.32122322491273e-11
"FBgn0038837" 97.8187794895364 8.15990528509076 1.08879386018944 7.20772667689149 5.68936820473778e-13 2.46183703359174e-11
"FBgn0000411" 186.098374155005 7.69956506474005 1.05536091640693 7.19654417913287 6.17577844755866e-13 2.65846462913561e-11
"FBgn0041097" 316.316836693227 8.63231990580134 1.18329541481827 7.17176279090484 7.40381491129338e-13 3.1706646537642e-11
"FBgn0030261" 682.612083582711 -7.80293948377731 1.08695822251739 -7.1669728212708 7.66742464818246e-13 3.26671610138974e-11
"FBgn0035699" 106.568780381722 6.1309350034525 0.851045475406729 7.14684998571211 8.87918192575739e-13 3.76243633725531e-11
"FBgn0030218" 90.7835905612781 -9.88607017168967 1.37428989758224 -7.14619667944799 8.92152092488319e-13 3.76243633725531e-11
"FBgn0036927" 6634.78679423407 -3.28292791749215 0.459596405259163 -7.14298895286546 9.13229683129693e-13 3.83187485224318e-11
"FBgn0032225" 115.152158427762 7.31762481432683 1.00787581268269 7.14218402933052 9.18594982785678e-13 3.83501865175046e-11
"FBgn0029950" 208.238886297182 -10.2241169638656 1.41468528951604 -7.12922307370943 1.00937035087257e-12 4.19292443752467e-11
"FBgn0002938" 51.2611996056578 6.04660895447836 2.38052121211286 7.10314635689198 1.21948139400034e-12 5.04052309520141e-11
"FBgn0033347" 45.5446245316372 8.31521300050429 1.17299814361026 7.08835261600143 1.35717810582127e-12 5.58189886295204e-11
"FBgn0024232" 193.310696110916 7.74858979745235 1.07854965350743 7.08321537301929 1.40847514405219e-12 5.76434063881062e-11
"FBgn0036789" 162.162453106045 7.57319863827486 1.0607680137395 7.08169395760077 1.42402876639441e-12 5.79942695647291e-11
"FBgn0053116" 293.060620365032 7.00160280499518 0.981968277539987 7.07579120853414 1.48598455004444e-12 6.02222421549718e-11
"FBgn0003366" 133.937374379536 -7.24100410546533 1.01944339008482 -7.0720805066345 1.52627823235249e-12 6.15549492931284e-11
"FBgn0038874" 85.955043888803 8.46007355167941 1.14788377574385 7.05755050179381 1.69463186771355e-12 6.80145002751894e-11
"FBgn0035638" 127.002585196821 8.9280207502359 1.21046535140773 7.05477122374864 1.72884924433604e-12 6.90542284708838e-11
"FBgn0264695" 43.5600680433088 8.25316114480483 1.17114620232304 7.04668280830818 1.83233351897705e-12 7.21470468040822e-11
"FBgn0038725" 137.153777688202 8.08864339249098 1.11872475079218 7.0478167490783 1.8174676691892e-12 7.21470468040822e-11
"FBgn0040376" 67.4201229530208 8.79636396903543 1.2479862374817 7.04671129533169 1.83195860044192e-12 7.21470468040822e-11
"FBgn0261260" 1270.8642458074 -3.14434559351303 0.446912086379116 -7.03560811189379 1.98393817848048e-12 7.77479169189426e-11
"FBgn0036467" 54.8670438332167 8.53106049908976 1.21547129084067 7.01798057357964 2.25097831999295e-12 8.77987224530583e-11
"FBgn0033710" 231.366731590898 -10.4151423322845 1.45857913221798 -7.00967076080908 2.38879580749676e-12 9.27388577975845e-11
"FBgn0261041" 616.582237785846 6.67489750624222 0.949787823021407 7.00353467947803 2.49584095554294e-12 9.64439379472127e-11
"FBgn0026415" 7505.3759498842 -8.1308015912012 1.16065320265593 -6.99930112675835 2.57242439235109e-12 9.89430641280226e-11
